date,state,update_time,last_check,positives_total,positives_white,positives_black,positives_latinx,positives_asian,positives_aiain,positives_nhpi,positives_multiracial,positives_other,positives_race_unknown,positives_percent_race_unknown,positives_hispanic,positives_nonhispanic,positives_ethnicity_unknown,positives_percent_ethnicity_unknown,total_deaths,deaths_white,deaths_black,deaths_latinx,deaths_asian,deaths_aian,deaths_nhpi,deaths_multiracial,deaths_other,deaths_race_unknown,deaths_percent_race_unknown,deaths_hispanic,deaths_nonhispanic,deaths_ethnicity_unknown,deaths_percent_ethnicity_unknown,negatives_white,negatives_black,negatives_latinx,negatives_asian,negatives_aian,negatives_nhpi,negatives_multiracial,negatives_other,negatives_race_unknown,negatives_percent_race_unknown,negatives_hispanic,negatives_nonhispanic,negatives_ethnicity_unknown,negatives_percent_ethnicity_unknown,,,,,,,,,,,,,,,,,,,
20200503,PA,5/3/20 12:00,5/3/20 22:39,49267,10889,5280,,556,,,,236,32306,66%,,,,,2444,908,242,,28,,,,8,1258,51%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,RI,5/3/20 12:00,5/3/20 22:42,9477,3696,1232,4169,,,,0,379,1,0%,4169,5307,1,0%,320,252,16,41,,,,0,9,2,1%,41,277,2,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,SC,5/3/20 15:30,5/3/20 22:54,6626,2576,2519,0,57,,,,171,1303,20%,325,4334,1967,30%,275,133,103,,2,,,,2,35,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,SD,5/3/20 13:00,5/3/20 23:35,2631,863,499,472,303,139,,,355,,0%,472,2159,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,TN,5/3/20 15:00,5/3/20 23:18,13177,5227,2630,,295,,,,840,4185,32%,1184,6917,5076,39%,210,132,65,,6,,,,5,2,1%,7,200,3,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,TX,5/3/20 12:45,5/3/20 23:41,31548,2812,1544,3530,408,,,,66,23188,74%,3530,6315,23188,70%,867,148,54,86,7,,,,1,571,66%,86,319,571,59%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,UT,5/3/20 15:00,5/3/20 23:32,5175,2187,129,,127,119,129,,535,535,14%,1901,2739,535,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,VA,5/3/20 17:00,5/3/20 23:17,18671,6380,3329,,,,,,3178,5784,31%,4369,7429,6873,37%,660,350,154,,,,,,69,87,13%,39,462,159,24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,VT,5/3/20 10:44,5/3/20 22:56,897,786,18,,10,1,,,17,65,7%,19,747,131,15%,52,46,,,2,,,,4,0,0%,1,48,3,6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,WA,5/3/20 21:00,5/3/20 23:24,15185,4642,706,2996,924,151,186,1,191,5388,35%,2996,6801,5388,35%,834,561,24,59,74,7,4,10,16,79,9%,59,696,79,9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,WI,5/3/20 0:00,5/3/20 22:32,7964,4155,1754,,271,76,,,739,969,12%,2114,4814,1036,13%,339,212,106,,6,4,,,2,9,3%,22,299,18,5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,WV,5/3/20 17:00,5/3/20 22:25,1195,965,90,,,,,,137,3,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,WY,5/4/20 1:56,5/3/20 22:22,395,240,4,,4,94,,,16,37,9%,62,358,37,8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,AK,4/29/20 14:00,4/29/20 22:45,355,206,7,,43,19,8,10,9,53,15%,25,232,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(4/29 SPA) The dashboard no longer holds data regarding Ethinicity and Death.,,,,,,,,,,,,,,,,,,
20200429,AL,4/29/20 0:00,4/29/20 23:04,6925,3186,2646,,52,,,,196,843,12%,378,5310,1236,18%,262,131,115,,2,,,,2,11,4%,7,229,25,10%,,,,,,,,,,,,,,,Enter TOTALS in blue. Enter percentages in the green boxes. ,,,,,,,,,,,,,,,,,,
20200429,AR,4/29/20 11:00,4/29/20 23:27,3192,1591,1026,125,40,,,13,77,406,12%,,,,,59,36,20,,,,1,,1,1,2%,,,,,,,,,,,,,,,,,,,Enter number of cases. Enter percentage for deaths. Uknown is auto-calcluated,,,,,,,,,,,,,,,,,,
20200429,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,AZ,4/29/20 0:00,4/29/20 23:32,7202,2046,240,1207,91,931,,,120,2567,36%,1207,3428,2567,36%,304,148,10,39,4,56,,,4,43,14%,39,222,43,14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,CA,4/28/20 0:00,4/29/20 23:29,46500,8339,1977,13608,3721,71,71,249,2033,16117,35%,13608,16775,16117,35%,1809,613,186,589,292,7,17,5,33,67,4%,589,1153,67,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,CO,4/29/20 0:00,4/29/20 23:21,14758,7460,1131,,395,78,78,203,134,4,0%,5275,9479,4,0%,766,537,51,,28,1,5,8,3,3,0%,130,633,3,0%,,,,,,,,,,,,,,,Colorado excludes cases/deaths for which races/ethnicity are unknown,,,,,,,,,,,,,,,,,,
20200429,CT,4/29/20 12:00,4/29/20 23:07,26767,8504,3105,4108,390,,,,198,10462,39%,4108,12197,10462,39%,2168,1554,328,189,19,,,,20,58,3%,189,1921,58,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,DC,4/28/20 0:00,4/29/20 22:59,4106,703,2037,,64,11,11,770,,513,12%,797,2490,819,20%,205,22,163,14,4,,,,2,0,0%,14,191,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,DE,4/28/20 0:00,4/29/20 22:49,4655,1184,1292,936,1,,,237,,943,21%,936,2776,943,20%,144,81,36,5,1,,,3,,18,13%,5,121,18,13%,8313,3404,931,283,,,993,,2959,18%,931,12993,2959,18%,,,,,,,,,,,,,,,,,,,
20200429,FL,4/29/20 9:51,4/30/20 0:08,32318,16146,5745,,,,,,2678,7749,24%,9325,14305,8688,27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,GA,4/29/20 21:25,4/30/20 0:27,33143,7439,9360,,367,34,10,10,1151,10177,36%,2093,13551,17499,53%,1100,465,565,,20,1,0,0,15,34,3%,36,1010,54,5%,,,,,,,,,,,,,,,Copy Paste from state page,,,,,,,,,,,,,,,,,,
20200429,GU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,HI,4/26/20 18:00,4/29/20 22:19,601,156,5,,162,,59,140,10,60,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,IA,4/28/20 12:00,4/29/20 23:08,6843,3838,910,,,,561,,109,1423,21%,1532,3968,1341,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,ID,4/29/20 0:00,4/29/20 23:08,0,,,,,,,,,,,,,,,60,57,1,,,,2,,,0,0%,4,56,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,IL,4/29/20 0:00,4/29/20 23:29,50355,11676,10850,10846,1718,70,62,,2031,13102,26%,10846,26407,13102,26%,2215,912,796,297,91,2,2,,24,24,1%,297,1827,91,4%,47978,18863,6668,3405,131,60,,9536,122577,59%,6668,70437,122577,61%,"4/22 BL: Tested figures have gone down for all race categories except ""Left blank.""",,,,,,,,,,,,,,,,,,
20200429,IN,4/25/20 23:59,4/30/20 0:12,17182,8127,2680,1580,274,,,,2577,4521,23%,1580,6597,,0%,964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,KS,4/26/20 11:00,4/30/20 0:04,3738,2325,433,,114,14,,,101,751,20%,1318,1731,689,18%,125,76,39,,0,1,,,0,9,7%,4,105,16,13%,11767,991,,222,107,,,687,11946,46%,1432,10388,13900,54%,,,,,,,,,,,,,,,,,,,
20200429,KY,4/29/20 0:00,4/30/20 0:15,4539,2661,487,,3,0,0,2,,1386,31%,313,3071,1155,25%,235,160,36,,3,,,1,,35,15%,2,188,45,19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,LA,4/27/20 0:00,4/29/20 23:44,,,,,,,,,,,,,,,,1670,638,973,27,13,0,4,,14,24,1%,27,1269,372,22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,MA,4/29/20 16:00,4/29/20 22:23,60265,13378,4218,7111,903,,,,2049,32606,54%,7111,20548,32606,54%,3405,1171,180,187,64,,,,91,1712,50%,187,1506,1712,50%,,,,,,,,,,,,,,,4/22 BL: MA is also reporting race data for hospitalizations,,,,,,,,,,,,,,,,,,
20200429,MD,4/29/20 10:00,4/29/20 22:36,20849,4808,7615,3473,434,,,,747,3772,18%,3473,13604,3772,18%,985,390,404,64,36,,,,17,74,8%,64,847,74,8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,ME,4/29/20 12:45,4/29/20 22:19,1069,731,41,,13,1,13,2,18,250,23%,23,665,368,35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,MI,4/29/20 11:00,4/29/20 22:50,40191,12927,12927,1211,807,201,,2827,1615,8887,21%,1211,23835,14947,37%,3649,1651,1468,36,36,18,,73,73,330,9%,36,2715,917,25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,MN,4/28/20 17:00,4/29/20 22:59,4710,2136,603,603,185,46,23,92,464,1161,22%,603,2739,1300,28%,322,216,15,9,3,6,0,3,3,76,23%,9,220,89,28%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,MO,4/29/20 15:00,4/29/20 23:05,7422,3044,2301,,,,,222,148,1707,23%,371,4677,2376,32%,318,130,98,,,,,9,6,73,23%,0,15,101,87%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,MS,4/28/20 19:00,4/29/20 23:09,6569,2202,3433,,,,,,638,296,5%,,,,,250,103,145,,,,,,2,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,MT,4/29/20 12:00,4/29/20 23:14,451,418,2,,1,23,,,2,5,1%,8,419,24,5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,NC,4/29/20 11:00,4/29/20 23:17,9948,3816,2827,,146,49,17,,477,2616,26%,1066,5391,3491,35%,354,203,117,,3,1,1,,8,21,6%,7,292,55,16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,NH,4/27/20 0:00,4/29/20 23:30,1938,1205,86,103,49,,,,82,413,21%,,,,,60,36,0,3,0,,,,1,20,33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,NJ,4/26/20 13:00,4/30/20 0:01,,,,,,,,,,,,,,,,6770,1879,838,656,205,,,,233,2959,44%,656,3155,2959,44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,NM,4/29/20 20:02,4/29/20 23:52,3213,518,88,657,39,1696,,,,215,7%,657,2341,215,7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,NY,4/28/20 14:00,4/29/20 23:35,,,,,,,,,,,,,,,,18015,4632,2936,3221,726,,,,496,6004,33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,OH,4/29/20 14:00,4/29/20 23:48,17303,8931,4221,,249,14,14,804,1099,1971,11%,632,11061,5610,32%,937,682,152,,3,,,17,6,77,8%,11,794,132,14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,OK,4/28/20 18:00,4/29/20 23:33,3473,2438,212,,70,246,,125,,382,,,,,,214,162,20,,2,17,,5,,8,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,OR,4/29/20 11:00,4/29/20 23:47,2345,1280,58,,80,29,26,51,556,265,11%,638,1424,283,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,PA,4/29/20 0:00,4/29/20 22:27,44366,9327,4538,,466,,,,204,29831,67%,,,,,2195,791,218,,26,,,,7,1153,53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,RI,4/29/20 12:00,4/29/20 22:38,8247,3216,1072,3546,,,,0,329,84,1%,3546,4617,84,1%,251,200,15,30,,,,0,0,6,2%,30,215,6,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,SC,4/28/20 17:00,4/29/20 23:18,5881,2317,2214,309,,103,,,154,784,13%,290,3874,1717,29%,232,99,78,,,,1,,1,53,23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,TN,4/29/20 15:00,4/29/20 23:50,10436,4427,2154,,239,,,,688,2928,28%,899,6153,3314,32%,195,120,57,,5,,,,5,8,4%,5,180,10,5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,TX,4/29/20 13:00,4/29/20 23:20,27054,1766,932,1551,212,,,,43,22550,83%,1551,2953,22550,83%,732,122,46,59,4,,,,,231,50%,59,172,501,68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,UT,4/29/20 15:00,4/29/20 23:48,4901,1990,102,1624,118,60,99,,459,449,9%,1624,1990,881,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,VA,4/29/20 0:00,4/29/20 23:42,14328,5104,2733,,,,,,2373,4118,29%,,,,,513,271,134,,,,,,49,59,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,VT,4/29/20 10:25,4/29/20 23:35,862,743,15,17,10,1,,,16,77,9%,17,676,169,20%,47,42,,,2,,,,3,0,0%,,46,1,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,WA,4/29/20 2:59,4/29/20 23:29,14070,4446,653,2764,896,119,165,1,184,4842,34%,2764,6464,4842,34%,801,531,23,52,69,7,4,9,16,90,11%,52,659,90,11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,WI,4/29/20 16:00,4/29/20 23:27,6520,3449,1517,,205,61,,,470,818,13%,1602,4047,871,13%,308,187,101,,5,4,,,3,8,3%,17,277,14,5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,WV,4/29/20 17:00,4/29/20 23:24,1109,904,86,,,,,,116,3,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,WY,4/29/20 17:21,4/29/20 23:00,404,233,4,58,4,71,,,14,20,5%,58,326,20,5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,AK,4/26/20 14:00,4/26/20 22:31,341,190,7,,41,18,6,0,9,70,21%,25,232,,0%,9,4,0,,2,2,1,0,0,0,0%,0,9,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,AL,4/26/20 0:00,4/26/20 22:40,6421,2947,2411,,50,,,,163,846,13%,340,4883,1196,19%,219,113,98,,3,,,,1,3,1%,6,197,15,7%,,,,,,,,,,,,,,,Enter percentage by category. Unknown is auto-calcluated,,,,,,,,,,,,,,,,,,
20200426,AR,4/26/20 11:00,4/26/20 23:19,2941,1340,808,107,27,,,12,78,645,21%,,,,,49,29,16,,,,0,,0,4,8%,,,,,,,,,,,,,,,,,,,Enter number of cases. Enter percentage for deaths. Uknown is auto-calcluated,,,,,,,,,,,,,,,,,,
20200426,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,AZ,4/26/20 0:00,4/26/20 23:07,6526,1954,223,1119,83,844,,,115,2188,34%,1119,3219,2188,34%,275,134,9,37,4,55,,,3,33,12%,37,205,33,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,CA,4/25/20 0:00,4/26/20 23:09,42164,7739,1839,12092,3438,58,58,225,1824,14590,35%,12092,15482,14590,35%,1647,536,170,502,266,7,17,4,40,105,6%,502,1040,105,6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,CO,4/26/20 0:00,4/26/20 23:23,13441,6973,1010,,360,65,72,209,125,4,0%,4623,8814,4,0%,680,477,44,,21,1,5,8,1,3,1%,120,557,3,0%,,,,,,,,,,,,,,,Colorado excludes cases/deaths for which races/ethnicity are unknown,,,,,,,,,,,,,,,,,,
20200426,CT,4/26/20 12:00,4/26/20 23:10,22469,7759,2819,3699,350,,,,179,10463,41%,3699,11107,10463,41%,1544,1370,294,173,17,,,,20,50,3%,173,1701,50,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,DC,4/25/20 0:00,4/26/20 23:08,3841,665,1891,,63,11,11,652,,527,14%,708,2320,813,21%,178,20,142,11,4,,,,1,0,0%,11,167,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,DE,4/25/20 0:00,4/26/20 22:56,4034,1003,1106,714,0,,,187,,974,24%,714,2346,974,24%,120,69,29,5,0,,,3,,14,12%,5,115,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,FL,4/26/20 21:27,4/26/20 22:40,30680,15111,5228,,,,,,2535,7806,25%,8676,13274,8730,28%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,GA,4/26/20 18:27,4/26/20 22:36,23481,6280,8181,,308,23,4,4,941,7744,33%,1700,11570,10211,43%,916,383,478,,14,1,1,0,11,29,3%,32,839,45,5%,,,,,,,,,,,,,,,Copy Paste from state page,,,,,,,,,,,,,,,,,,
20200426,GU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,HI,4/26/20 18:00,4/26/20 22:29,601,156,5,,162,,59,140,10,60,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,IA,4/25/20 12:00,4/26/20 22:37,5475,3191,717,,432,,,,87,1040,19%,1242,3356,876,16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,ID,4/26/20 19:00,4/26/20 22:43,58,41,1,,,,2,,,14,24%,2,44,10,18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,IL,4/26/20 0:00,4/26/20 22:48,43903,10427,9918,8743,1523,65,52,,1834,11341,26%,8743,23819,11341,26%,1933,794,712,245,76,2,2,,19,19,1%,245,1605,83,4%,40082,16438,5467,2884,116,57,,8389,108957,60%,5467,59577,108957,63%,"4/22 BL: Tested figures have gone down for all race categories except ""Left blank.""",,,,,,,,,,,,,,,,,,
20200426,IN,4/25/20 23:59,4/26/20 22:59,15012,7010,2356,1125,165,,,,2056,4356,26%,1125,5734,,0%,813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,KS,4/26/20 11:00,4/26/20 23:08,3174,1986,386,,78,12,,,91,621,20%,1038,1555,581,18%,118,71,35,,0,1,,,0,11,9%,3,97,18,15%,10357,866,,195,92,,,548,10995,48%,1153,9219,12681,55%,,,,,,,,,,,,,,,,,,,
20200426,KY,4/26/20 0:00,4/26/20 23:21,4074,2407,431,,1,2,1,2,,1230,30%,257,2805,1012,25%,207,143,29,,3,,,,,32,15%,2,167,39,19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,LA,4/20/20 0:00,4/26/20 23:31,,,,,,,,,,,,,,,,1473,505,828,20,12,0,1,,10,115,8%,20,1103,349,24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,MA,4/26/20 16:00,4/26/20 22:32,54938,11646,3735,5933,769,,,,1812,31043,57%,5933,17962,31043,57%,2899,965,144,162,57,,,,72,1499,52%,162,1238,1499,52%,,,,,,,,,,,,,,,4/22 BL: MA is also reporting race data for hospitalizations,,,,,,,,,,,,,,,,,,
20200426,MD,4/26/20 10:00,4/26/20 23:15,18581,4276,6742,2841,363,,,,707,3652,20%,2841,12088,3652,20%,827,301,305,46,30,,,,11,134,16%,46,647,134,16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,MI,4/26/20 11:00,4/26/20 23:28,37585,12088,12088,1133,755,188,,2644,1511,8311,21%,1133,21911,14733,39%,3329,1458,1359,33,33,16,,66,66,331,10%,33,2453,828,25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,MN,4/26/20 12:00,4/26/20 23:36,3655,1909,504,396,144,36,18,,324,720,18%,396,2377,792,22%,273,187,13,5,1,5,0,,2,65,23%,5,187,78,29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,MO,4/26/20 15:00,4/26/20 23:42,6994,2798,2099,,,,,209,139,1749,25%,349,4268,2378,34%,274,109,82,,,,,8,5,68,25%,0,13,93,88%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,MS,4/25/20 19:00,4/26/20 23:48,5911,1984,3095,,,,,,566,266,5%,,,,,227,88,138,,,,,,1,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,MT,4/26/20 12:58,4/27/20 0:29,448,389,2,,1,21,,,2,33,7%,8,409,31,7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,NC,4/26/20 11:00,4/26/20 23:57,8830,3485,2575,,114,41,15,,366,2234,25%,827,4950,3053,35%,299,170,99,,2,1,1,,7,19,6%,6,249,44,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,NH,4/26/20 9:00,4/27/20 0:12,1447,937,63,70,37,,,,51,289,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,NJ,4/26/20 13:00,4/27/20 0:32,,,,,,,,,,,,,,,,5938,1879,838,656,205,,,,233,2127,36%,656,3155,2127,36%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,NM,4/26/20 17:01,4/27/20 0:20,2704,502,64,595,38,1288,,,,217,8%,595,1892,217,8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,NY,4/26/20 14:00,4/27/20 0:37,,,,,,,,,,,,,,,,3961,2382,709,534,163,,,,173,,0%,534,3427,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,OH,4/26/20 14:00,4/26/20 23:40,15963,7976,3716,,216,11,10,972,1278,1784,11%,512,10066,5385,34%,728,520,109,,2,,,19,9,69,9%,11,593,124,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,OK,4/26/20 0:00,4/26/20 22:35,3253,2295,195,,66,241,,112,,344,,,,,,195,149,16,,1,17,,5,,7,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,OR,4/22/20 0:00,4/26/20 22:46,1928,1065,47,509,64,17,22,44,425,244,10%,509,1151,268,14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,PA,4/26/20 0:00,4/27/20 0:39,41165,8292,4027,,420,,,,176,28250,69%,,,,,1550,570,168,,21,,,,4,787,51%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,RI,4/26/20 0:00,4/26/20 23:13,7439,2901,967,3273,,,,0,297,1,0%,3273,4165,1,0%,226,178,15,27,,,,0,0,6,3%,27,193,6,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,SC,4/26/20 15:30,4/26/20 23:32,5490,2106,1968,228,,91,,,137,960,17%,216,3456,1818,33%,174,82,62,,,,,,2,28,16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,TN,4/26/20 0:00,4/26/20 23:11,9667,4028,1930,,193,,,,588,2928,30%,731,5513,3423,35%,181,111,57,,4,,,,3,6,3%,5,169,7,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,TX,4/26/20 12:40,4/26/20 23:03,24631,1145,415,900,118,,,,22,22031,89%,900,1700,22031,89%,648,106,35,51,3,,,,,195,50%,51,144,453,70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
